,,,,
به شتره گفتند: راهرفتنت کجه گفت: چیچیمراسته؟,,,,
,,,,
به شوشتر زدندگردنمسگر,,,,
,,,,
به عشق من بیاعتناییکرد ورفت و قلبم راشکست.,,,,
به عشق من بیاعتناییکرد ورفت و قلبم راشکست. ایناصطلاحاز فیلم هامونداریوشمهرجویی واردزبانخیابان شد.,,,,
به عمل کاربرآیدبهسخن,,,,
,,,,
به غلط بر هدفزند تیری,,,,
,,,,
به قاطر گفتند: باباتکیه؟ گفت: آقادائیماسبه,,,,
,,,,
به کچله گفتند : چرازلفنمیزاری ؟ گفت : من از اینقرتی گیریهاخوشم نمیاد,,,,
,,,,
به کسانی که باشگاهزیباییاندام میروندگفته میشود.,,,,
به کسانی که دردورهممنوعیت ویدئو درساکیا کیفشانفیلمهایاجارهای بهخانهمشتریان میآوردندواجاره میدادند، گفتهمیشد.,,,,
به کسانی که درباشگاهزیبایی اندامهیکل درشتمیکنند،اما تیپ روستاییدارندگفته میشود.,,,,
به کسی که ریزهمیزهاستولی خیلی قیافهمیگیرد،میگویند.,,,,
به کسی که فکر می کندخیلی بامزهاست ولیدر اصل فردی بی مزهاست.,,,,
,,,,
به کسی که وسط حرفدیگرانمیپرد میگویند.,,,,
به کسی که وسط حرفدیگرانمیپرد، میگویند.,,,,
به کسی ناسزا یا متلکگفتن.,,,,
,,,,
به کک بنده که رقاصخداست,,,,
,,,,
به کنایه به آدم بسیارقدبلندمیگویند.,,,,
,,,,
به کیشی آمدند بهفیشیرفتند,,,,
,,,,
به کچله گفتند: چرازلفنمی,,,,
,,,,
به کیشی آمدندبه فیشیرفتند,,,,
,,,,
به گاو و گوسفند کسیکارینداره,,,,
,,,,
به گربه گفتند گهتدرمونهخاک پاشیدروش,,,,
,,,,
به گوزگوز افتادن,,,,
,,,,
به ما ندادی یککلک,,,,
,,,,
به مالت نناز کهبه یکشب بنده به حسنتننازکهبه یک تب بنده,,,,
,,,,
به ماه میگه تودر نیا مندرمیام,,,,
,,,,
به مرغش نمی توانکیش گفت,,,,
,,,,
به مرغشانکیش نمی,,,,
,,,,
به مرگ خودشراضیاست,,,,
,,,,
به مرگ گرفته به تبراضی بشه,,,,
,,,,
به مرگ می,,,,
,,,,
به من چه,,,,
,,,,
به موسیقی شاد ومبتذل وسطحیمیگویند. خالطوری.,,,,
به موسیقیهای سطحیوصرفاً شاد مثلکارهایشبپره وشماعیزاده و شهرهو. میگویند. موسیقیشادبرای رقصهایعروسی.,,,,
به هر کجا که رویآسمان همین رنگاست,,,,
,,,,
به هرکجا کهرویآسمان همینرنگه,,,,
,,,,
به هم ریخته، از هم دررفته، وارفته،قابلتحقیر و ترحم.,,,,
,,,,
به همین خیال باش,,,,
,,,,
به یکی گفتند : باباتازگرسنگی مرد . گفت: داشتو نخورد ؟,,,,
,,,,
به یکی گفتند : سرکههفتساله داری ؟ گفت: دارم ونمیدم گفتند : چرا ؟ گفت : اگر میدادمهفت ساله نمیشد,,,,
,,,,
به یکی گفتند: بابات ازگرسنگیمُردگفت: داشتو نخورد؟,,,,
,,,,
به یکی گفتند: سرکههفت,,,,
,,,,
بهتر از آندوست کهنادانبود,,,,
,,,,
بهر خران چهکاه برندچهزعفران,,,,
,,,,
بهر کجا که رویآسمان همینرنگه,,,,
,,,,
بهمه دادی منقل,,,,
,,,,
بوجار لنجونه از هرطرف بادبیاد بادشمیده,,,,
,,,,
بوجار لنجونه ازهرطرف بادبیادبادشمیده,,,,
,,,,
بوکمارک,,,,
,,,,
بی,,,,
,,,,
بی سیمچی رو زدن,,,,
,,,,
بیست و پنجمینسال,,,,
,,,,
بیسکویت ترکی,,,,
,,,,
بیلبورد,,,,
,,,,
بیله دیگ بیله چغندر,,,,
,,,,
بین همهپیامبرهاجرجیسانتخاب کرده,,,,
,,,,
پا دادن,,,,
,,,,
پا را به اندازهگلیم بایددرازکرد,,,,
,,,,
پاچه,,,,
,,,,
پاچه خوار,,,,
,,,,
,,,,
پارازیت,,,,
,,,,
,,,,
,,,,
پارازیت ننداز,,,,
,,,,
پارازیت ول نکن,,,,
,,,,
پارس خود رو,,,,
,,,,
پاشنه ها را بالا بردن,,,,
,,,,
پاناسونیک,,,,
,,,,
پای خروستوببند بهمرغهمسایه هیز نگو,,,,
,,,,
پای لرزش هممی,,,,
,,,,
پای ما لنگاست و منزلبسدراز,,,,
,,,,
پایه بودن,,,,
,,,,
پایین,,,,
,,,,
پدر خویش باشاگر مرد,,,,
,,,,
پدرت را در میآورم. نوعیتهدید شدید.,,,,
,,,,
پدیده,,,,
,,,,
پرده داری,,,,
,,,,
پرده دری,,,,
,,,,
پرواز کن,,,,
,,,,
پروتکت,,,,
,,,,
پز عالی جیبخالی,,,,
,,,,
پژو,,,,
,,,,
پس از چهلسالچارواداریالاغخودشونمی,,,,
,,,,
پس از قرنیشنبه بهنوروزمیافته,,,,
,,,,
پسته خانم,,,,
,,,,
پسر زائیدمبرای رنداندختر زائیدمبرایمردان موندمسفیل وسرگردان,,,,
,,,,
پسر کو نداردنشان ازپدر// توبیگانهخوانشنخوانش پسر,,,,
,,,,
پسرخاله دستهدیزی,,,,
,,,,
پسی,,,,
,,,,
پشت تاپو بزرگشده,,,,
,,,,
پشندی,,,,
,,,,
پنج انگشتبرادرند برابرنیستند,,,,
,,,,
پنجاهمین سال,,,,
,,,,
پنجه با شیرانداختن و مشتباشمشیر زدن کارخردمندان نیست,,,,
,,,,
پنیر,,,,
,,,,
پوز زدن,,,,
,,,,
پوز زنی,,,,
,,,,
پوست خرسنزده می,,,,
,,,,
پوست خرسی که شکارنکردی نفروش,,,,
,,,,
پول آجیل,,,,
,,,,
پول است نهجان استکهآسان بتوان داد,,,,
,,,,
پول باد آوردهچند وچون نداره,,,,
,,,,
پول پارو کردن,,,,
,,,,
پول پیدا کردنآسونه امانگهداریشمشکله,,,,
,,,,
پول حرام یاخرجشراب شورمیشهیاشاهدکور,,,,
,,,,
پول ما سکه عُمَرداره,,,,
,,,,
پولدار به کباب،بی پولبه دود کباب,,,,
,,,,
پولدارها بهکباب بی,,,,
,,,,
پی خر مردهمیگرده کهنعلشرا بکنه,,,,
,,,,
پیاده شو با همراه بریم,,,,
,,,,
پیاز,,,,
,,,,
پیاز هم خودشوداخلمیوه,,,,
,,,,
پیچ پلیسی,,,,
,,,,
پیچاندن,,,,
,,,,
پیچوندن کلاس شیمی,,,,
,,,,
پیراهن بعد ازعروسیبرای گلمزار خوبه,,,,
,,,,
پیراهن یکیشانزده تومنه,,,,
,,,,
پیرزنه دستش بهدرختگوجهنمی,,,,
,,,,
پیش رو خاله پشت سرچاله,,,,
,,,,
پیش قاضی ومعلقبازی,,,,
,,,,
پیغمبر که چونکوبیدری,,,,
,,,,
پیکان,,,,
,,,,
تا ابله در جهانهست،مفلس در نمیماند,,,,
,,,,
تا ابله درجهانه مفلسدرنمی,,,,
,,,,
تا به یکی تجربهآموختن,,,,
,,,,
تا پریشان نشودکار بهساماننرسد,,,,
,,,,
تا پول داریرفیقتم,,,,
,,,,
تا تریاق ازعراق آرند مارگزیده مردهباشد,,,,
,,,,
تا تنور گرمهنون,,,,
,,,,
تا تو فکر خربکنی ننه منو دربدر می,,,,
,,,,
تا تو فکر خربکنی ننه منو دربدر میکنه,,,,
,,,,
تا تونانی به کف آریو بهغفلت نخوریسعدی,,,,
,,,,
تا جایی که منمی,,,,
,,,,
تا داد خود ازکهتر ومهتربستانی,,,,
,,,,
تا شغال شدهبود بهچنینسوراخیگیرنکردهبود,,,,
,,,,
تا ضرر بهصاحبشبزنه,,,,
,,,,
تا کرکسبچه,,,,
,,,,
تا گفته,,,,
,,,,
تا گفته ای غلام تواممیفروشنت,,,,
,,,,
تا گوساله گاو شود ،دل صاحبش آبشود,,,,
,,,,
تا گوساله گاوبشه دلمادرشآب می,,,,
,,,,
تا مار راستنشه تویسوراخنمی,,,,
,,,,
تا مار راستنشه تویسوراخنمیره,,,,
,,,,
تا نازکش دارینازکن نداریپاهاتو درازکن,,,,
,,,,
تا نباشد چوبتر فرماننبرندگاو وخر,,,,
,,,,
تا نباشدچیزکیمردمنگویند چیزها,,,,
,,,,
تا هستم بهریش توبستم,,,,
,,,,
تابستون پدریتیمونه,,,,
,,,,
تابلو,,,,
,,,,
تابیل,,,,
,,,,
تازه,,,,
,,,,
,,,,
,,,,
تاقال,,,,
,,,,
تایم,,,,
,,,,
تب,,,,
,,,,
تب تند عرقشزود درمیاد,,,,
,,,,
تخت خوابیدن,,,,
,,,,
تخم,,,,
,,,,
تخم ادیسون,,,,
,,,,
تخم کردن,,,,
,,,,
تخم گنجشک اززمینبرداشت,,,,
,,,,
تخم نکرد وقتیهم کردتویکاهدون کرد,,,,
,,,,
تخماتیک,,,,
,,,,
ترب هم جزءمرکباتشده,,,,
,,,,
ترتیزک خریدمقاتق نونمبشه قاتل جونمشد,,,,
,,,,
ترکوندن,,,,
,,,,
ترند,,,,
,,,,
تره به تخمش می,,,,
,,,,
تره به تخمشمی,,,,
,,,,
ترول,,,,
,,,,
تریاکی,,,,
,,,,
تریپ تیریپ,,,,
,,,,
تریپ زدن,,,,
,,,,
تریپ مرگ,,,,
,,,,
تعارف آبحمام,,,,
,,,,
تعارف آمد ونیامد دارد,,,,
,,,,
تعارف شاهعبدالعظیمی است,,,,
,,,,
تعارفشاهعبدالعظیمیاست,,,,
,,,,
تعجب از روی کسی.,,,,
,,,,
تعریفی نداره,,,,
,,,,
تعلیم معلمبکسی ننگندارد,,,,
,,,,
تغاری بشکندماستیبریزد,,,,
,,,,
تف سر بالا برمی,,,,
,,,,
تف سر بالا به ریشخود آدم بر میگردد,,,,
,,,,
تف سربالا,,,,
,,,,
تفت,,,,
,,,,
تق,,,,
,,,,
تگری زدن,,,,
,,,,
تگری شکوفه,,,,
,,,,
تلافی غوره روسر کورهدرمیاره,,,,
,,,,
تلافیش,,,,
,,,,
تنبان مرد که دوتا شدبه فکر زندوم می,,,,
,,,,
تنبان مرد که دوتا شدبه فکر زندوممیافتد,,,,
,,,,
تنها به قاضیرفتهخوشحالبرمی,,,,
,,,,
تنها بهقاضیرفتهخوشحالخوشحالبرمیگردد,,,,
,,,,
تهدید بی,,,,
,,,,
تهران,,,,
,,,,
تو از تو من از بیرون,,,,
,,,,
تو از تو من ازبیرون,,,,
,,,,
تو با زمانه بساز,,,,
,,,,
تو بدم بمیر و بدم,,,,
,,,,
تو بگو ف منمیگمفرحزاد,,,,
,,,,
تو خواه از سخنمپندگیر و خواهملال,,,,
,,,,
تو دیگه کی هستی,ابراز تعجب کردن ازشخصيت ياتوانايي کسي.,,,
,,,,
,,,,
تو راه گوز کسی زدن,,,,
,,,,
تو سایت کسی رفتن,,,,
,,,,
تو کار کسی بودن,,,,
,,,,
تو کف چیزی بودن,,,,
,,,,
تو کف کسی بودن,,,,
,,,,
تو که لالایی بلدی چراخوابت نمی بره,,,,
,,,,
تو که نی,,,,
,,,,
تو گفتی و من هم باورکردم,,,,
,,,,
تو لب رفتن,,,,
,,,,
تو هم در آینهحیرانحسنخویشتنی,,,,
,,,,
تو هم دیگه شاخ شدی,تعجب از رويکسي.,,,
,,,,
,,,,
تو هنوز دهنت بو شیرمی ده,,,,
,,,,
تو هنوز سنت رقمینشده,,,,
,,,,
توبه گرگ مرگه,,,,
,,,,
توپ آب,,,,
,,,,
توپ و تانک,,,,
,,,,
تومون خودمونومی,,,,
,,,,
,,,,
,,,,
توهینی قدیمی از دورهیبرادران آبمنگل,,,,
,,,,
توی دعوا نون وحلواخیرنمی,,,,
,,,,
توی دعوا نون وحلواخیرنمیکنن,,,,
,,,,
توییت,,,,
,,,,
توییت استورم,,,,
,,,,
توییت بعدی,,,,
,,,,
توییتِ پین,,,,
,,,,
توییت فاخر,,,,
,,,,
توییت هوایی,,,,
,,,,
تی تیش,,,,
,,,,
تیریپ لاو love,,,,
,,,,
تیغی زدن,,,,
,,,,
تیکه انداختن,,,,
,,,,
ثبت کن,,,,
,,,,
ثنای خویشگفتن بودازتهی,,,,
,,,,
ثواب راه به,,,,
,,,,
ثوابت باشد ایدارایخرمن,,,,
,,,,
جا تره و بچهنیست,,,,
,,,,
جا سویچی,,,,
,,,,
جاج,,,,
,,,,
جاده دزد زده تاچهلروز امنه,,,,
,,,,
جام بلا بیش,,,,
,,,,
جام بلابیش,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
جای سوزنانداختننیست,,,,
,,,,
جایی که میوهنیستچغندر سلطانمرکباته,,,,
,,,,
جایی نمی,,,,
,,,,
جک و جونور -,,,,
,,,,
جلوی آب رودخانهرا می,,,,
,,,,
جلوی آبرودخانه رامی,,,,
,,,,
جمعه به مکتبآوردطفلگریزپای را,,,,
,,,,
جنده ی دولتی,,,,
,,,,
جنس خود راهمچو کاهوکهرباست,,,,
,,,,
جهان دیدن بهاز جهانخوردناست,,,,
,,,,
جهان گردد بهکام کاسهلیسان,,,,
,,,,
جهشی خوندن,,,,
,,,,
جهود دعاش راآورده,,,,
,,,,
جو دادن خر توکتلکوتل فایدهنداره,,,,
,,,,
جواب,,,,
,,,,
جواب ابلهانخاموشیست,,,,
,,,,
جواب است ایبرادر ایننه جنگاس,,,,
,,,,
جوات,,,,
,,,,
جوات مخفی,,,,
,,,,
جواد,,,,
,,,,
,ضايع,,,
جوان را مفرست بهزن گرفتن، پیررامفرست به خرخریدن!,,,,
,,,,
جوانی کجائیکه یادتبخیر,,,,
,,,,
جوجه را آخرپائیز می,,,,
,,,,
جوجه را آخرپائیزمیشمرن,,,,
,,,,
جوجه همیشه زیرسبدنمی نمونه,,,,
,,,,
جوجه همیشهزیرسبدنمی,,,,
,,,,
جور دشمنچه,,,,
,,,,
جون به عزرائیل نمیده,,,,
,,,,
جون به عزرائیلنمی,,,,
,,,,
جون سالم به,,,,
,,,,
جیب ملا,,,,
,,,,
جیبش تارعنکبوت بسته,,,,
,,,,
جیرجیرک,,,,
,,,,
جیک ثانیه,,,,
,,,,
جیگر جیگره دیگر دیگره,,,,
,,,,
چابلوس,,,,
,,,,
چار چشمکی,مسخره کردنفرد عينکي.,,,
,,,,
,,,,
چار دیواری اختیاری,,,,
,,,,
چار دیواریاختیاری,,,,
,,,,
چاره جزپیرهندریدننیست,,,,
,,,,
چاغال,,,,
,,,,
,,,,
,,,,
چاقو دسته خودشونمیبره,,,,
,,,,
چاقو دستهخودشونمیبره,,,,
,,,,
,,,,
,,,,
چالمه,,,,
,,,,
چاه,,,,
,,,,
چاه مکن بهرکسی اولخودت دومکسی,,,,
,,,,
چاه نکنده مناردزدیده,,,,
,,,,
چای شیرین,,,,
,,,,
چایی نخورده پسر خالهشد,,,,
,,,,
چپو کردن,,,,
,,,,
چرا توپچینشدی,,,,
,,,,
چرا گردنت کجهگفت: کجام راسته,,,,
,,,,
چراغ از بهرتاریکی نگه,,,,
,,,,
چراغ خاموش,,,,
,,,,
چراغی را کهایزدبرفروزد هرآنکسپفکندریشش بسوزد,,,,
,,,,
چراغی که بهخانهرواستبهمسجدحراماست,,,,
,,,,
چربی دور شیکم,,,,
,,,,
چرت نگو.,,,,
,,,,
چرخ بازی,,,,
,,,,
چس کلاس نزار,,,,
,,,,
چشم تنگ دنیاداررا,,,,
,,,,
چشم دارهنخودچی ابرونداره هیچی,,,,
,,,,
چشمش آلبالوگیلاسمی,,,,
,,,,
چشمش آلبالوگیلاسمیچینه,,,,
,,,,
چشمش هزارکار میکنهکهابروشنمیدونه,,,,
,,,,
چشیده خوربدتر ازمیراثخوره,,,,
,,,,
چغندر,,,,
,,,,
,کسي کهوجودش براي ديگران فايدهاي ندارد.,,,
چغندر گوشتنمیشه دشمنمدوست نمیشه,,,,
,,,,
چکل,,,,
,,,,
چلاسیدن,,,,
,,,,
چلغوز,,,,
,,,,
,نوعي توهين.,,,
چمنتم,,,,
,,,,
چمنتیم,ابراز علاقهکردن به کسي.,,,
,,,,
,,,,
چنار در خونه شونونمی بینه,,,,
,,,,
چنار درخونه,,,,
,,,,
چنان نماند وچنین نیزهمنخواهد ماند,,,,
,,,,
چندشم شد,,,,
,,,,
چنگه,,,,
,,,,
چنگی به دل نمی,,,,
,,,,
چنیم,,,,
,,,,
چنین است رسم سرایدرشت که گهیپشت بهزین یا پشتِ زین,,,,
,,,,
چنین است رسمسرایدرشت,,,,
,,,,
چه بهتر,,,,
,,,,
چه خوشستدوشابفروشی هیچ,,,,
,,,,
چه دریا چه سراب,,,,
,,,,
چه دریا چهسراب,,,,
,,,,
چه سیبیلای شاخی,مسخره کردنفرد سيبيل دار.,,,
,,,,
,,,,
چه عزائیست کهمرده,,,,
,,,,
چه علی خواجه چهخواجه علی,,,,
,,,,
چه مردی بودکز زنی کمبود,,,,
,,,,
چه یک,,,,
,,,,
چهارگوشهدیوار خود,,,,
,,,,
چو از راستیبگذری خمبود,,,,
,,,,
چو به گشتی طبیب ازخودمیازار,,,,
,,,,
چو دخلت نیستخرجآهسته,,,,
,,,,
چو دخلت نیستخرجآهسته کن,,,,
,,,,
چوب خدا صدانداره هر کیبخوره دوانداره,,,,
,,,,
چوب دو سرطلاست,,,,
,,,,
چوب را که برداری گربهدزده فرارمیکنه,,,,
,,,,
چوب را کهبرداری گربهدزده فرار میکنه,,,,
,,,,
چوب معلم گله هر کینخورهخله,,,,
,,,,
چوپان دروغ,,,,
,,,,
چوخلس,,,,
,,,,
چوخلصیم,,,,
,,,,
چون بفکرسوختن افتاده,,,,
,,,,
چون گندهگوزی کرده. بعداًیکی میآد از ترکهمیپرسه,,,,
,,,,
چون گوز گنده داده.,,,,
,,,,
,,,,
,,,,
چیزی که شدهپاره وصله ورنمی,,,,
,,,,
چیزی که شدهپاره وصله ورنمی داره,,,,
,,,,
چیزی کهعوض,,,,
,,,,
چیزی کهعوض داره گلهنداره,,,,
,,,,
چیزی نمی فهمی,,,,
,,,,
حاتم طاییشدن آسانبود,,,,
,,,,
حال,,,,
,,,,
حال پخش کردن,,,,
,,,,
حال دادن.,,,,
,,,,
حال گرفتن. رو کمکردن.,,,,
,,,,
حالا دنیا رو چه جوریمیبینی؟,,,,
,,,,
حالا که رسید بهسبزههرچی بگیمیارزه,,,,
,,,,
حالا که همچینساخته,,,,
,,,,
حالا می,,,,
,,,,
حالتو اخذ کردم,,,,
,,,,
حالتو گرفتم. نوعیبیان شوخطبعانه.,,,,
,,,,
حرف بار کردن,,,,
,,,,
حرف بد تا لحدبا آدمه,,,,
,,,,
حرف حرفمی,,,,
,,,,
حرف حق تلخاست,,,,
,,,,
حرف خوردن,,,,
,,,,
حرف د:,,,,
,,,,
حرف دیگران را تکرارنکن.,,,,
,,,,
حرف دیگران را تکرارنکن. همچنین به کسیکه دائماً چیزمیخورد ودهانشمیجنبد،میگویند.,,,,
,,,,
حرف راست راباید اولمزه مزهکرد بعدزد,,,,
,,,,
حرف راست رواز بچهبشنو,,,,
,,,,
حرف راست قسمنمیخواد,,,,
,,,,
حرف راستقسم نمی,,,,
,,,,
حرف مفت زدن.,,,,
,,,,
حرف نامربوط.,,,,
,,,,
حرفا میزنه ازدهنشگنده تر,,,,
,,,,
حرفت پیشه,,,,
,,,,
حرفشون شد,,,,
,,,,
حساب کاربری فیک,,,,
,,,,
حساب کاربری ناشناس,,,,
,,,,
حسابحسابه٬کاکابرادر,,,,
,,,,
حسش نیست,,,,
,,,,
حسنی به مکتب نمیرفتوقتی میرفتجمعهمیرفت,,,,
,,,,
حسنی به مکتبنمی,,,,
,,,,
حسود هرگزنیاسود,,,,
,,,,
حسین صاف کار,,,,
,,,,
,,,,
,,,,
حسینقلی,,,,
,,,,
حق گرفتنیه نهدادنی,,,,
,,,,
حق گرفتنیه نهنشستنی,,,,
,,,,
حق و حساب,,,,
,,,,
حکیم بری دوامیده ملابریدعا میده,,,,
,,,,
حلوای عزا راهم زدن,,,,
,,,,
حمومک مورچهدارهبشین وپاشو,,,,
,,,,
حوضی که ماهی ندارهقورباغه سالاره,,,,
,,,,
حوضی کهماهیندارهقورباغه سالاره,,,,
,,,,
خار داشتن,,,,
,,,,
خار را در چشمدیگرانمی,,,,
,,,,
خار را در چشمدیگرانمیکنه,,,,
,,,,
خار نه,,,,
,,,,
خاشاک به گالهارزونه شنبه بهجهود,,,,
,,,,
خاک انداز,,,,
,,,,
خاک خور و نانبخیلانمخور,,,,
,,,,
خاک کوچهبرای بادسوداخوبه,,,,
,,,,
خال مه,,,,
,,,,
خالتور,,,,
,,,,
خالطوری.,به موسیقیشاد ومبتذل وسطحیمیگویند.,,,
خاله,,,,
,,,,
خاله خسبیددلم پوسید,,,,
,,,,
خاله رامی,,,,
,,,,
خاله سوسکه به بچهاش میگه : قربوندستو پای بلوریت,,,,
,,,,
خاله سوسکه بهبچه,,,,
,,,,
خالی بند,,,,
,,,,
خانه,,,,
,,,,
خانه اگر پر ازدشمنباشه بهترهتاخالیباشه,,,,
,,,,
خانه خرس وبادیه مس,,,,
,,,,
خانه دامادعروسیست خانهعروسهیچخبرینیست,,,,
,,,,
خانه دوستانبروب ودردشمنان مکوب,,,,
,,,,
خانه قاضیگردو بسیارهاماشماره داره,,,,
,,,,
خانه کلیمینرفتم وقتیهمرفتم شنبه رفتم,,,,
,,,,
خانه نشینیبی,,,,
,,,,
خانه همسایهآش می,,,,
,,,,
خانوم زردکمی,,,,
,,,,
,,,,
,,,,
خبرگزاری,,,,
,,,,
خجسته,,,,
,,,,
خدا برف را بهاندازهبام میده,,,,
,,,,
خدا به آدم گدا نه عزابده نهعروسی,,,,
,,,,
خدا جامهمی,,,,
,,,,
خدا خر راشناخت شاخشنداد,,,,
,,,,
خدا داده بمامالی یکخرمانده سهتانالینعلی,,,,
,,,,
خدا دیرگیره اما سخت,,,,
,,,,
خدا دیرگیره اماسختگیره,,,,
,,,,
خدا را بندهنیست,,,,
,,,,
خدا روزی,,,,
,,,,
خدا روزیرسونه,,,,
,,,,
خدا سرما رابقدربالاپوشمیده,,,,
,,,,
خدا شاه,,,,
,,,,
خدا گر ببنددزحکمتدری,,,,
,,,,
خدا گر ببنددزحکمتدریز رحمت گشایددردیگری,,,,
,,,,
خدا می,,,,
,,,,
خدا میان دانهگندم خطگذاشته,,,,
,,,,
خدا نجار نیستاما در وتخته روخوببهممی,,,,
,,,,
خدا همه چیز رابه یکبنده نمی,,,,
,,,,
خدا همه چیز رابه یکبنده نمیده,,,,
,,,,
خدا همونقدر کهبنده بدداره بندهخوبهم داره,,,,
,,,,
خدا وقتی,,,,
,,,,
خدا وقتیبخواد بدهنمیپرسه تو کیهستی,,,,
,,,,
خدا یه عقل زیادبتو بدهیه پولزیاد بمن,,,,
,,,,
خدایا آنکه راعقل دادیچهندادی و آنکهراعقلندادی چهدادی,,,,
,,,,
خر آخور خودرا گمنمیکنه,,,,
,,,,
خر ارجل اطلسبپوشدخر است,,,,
,,,,
خر از لگد خرناراحتنمیشه,,,,
,,,,
خر است و یککیله جو,,,,
,,,,
خر باربر به کهشیرمردم در,,,,
,,,,
خر به بوسه وپیغامآبنمی,,,,
,,,,
خر به بوسه وپیغامآبنمی نمیخوره,,,,
,,,,
,,,,
,,,,
خر بیارو باقلابار کن,,,,
,,,,
خر پایش یکبار به چالهمیره,,,,
,,,,
خر چه داندقیمت نقل ونبات,,,,
,,,,
خر خالی یرقهمیره,,,,
,,,,
خر خسته؛صاحب خرناراضی,,,,
,,,,
خر خفته جونمی,,,,
,,,,
خر دیزه,,,,
,,,,
خر را با آخورمی,,,,
,,,,
خر را با آخورمیخوره،مرده را با گور,,,,
,,,,
خر را جاییمی,,,,
,,,,
خر را جاییمیبندن,,,,
,,,,
خر را که به عروسیمی,,,,
,,,,
خر را که بهعروسی می,,,,
,,,,
خر را گم کردهپینعلش میگرده,,,,
,,,,
خر رو به طویلهتند میره,,,,
,,,,
خر سواری راحسابنمیکنه,,,,
,,,,
خر سیشاهی پالوندوزار » «خرکریمرانعل کردن,,,,
,,,,
خر که جو دید کاهنمیخوره,,,,
,,,,
خر که علف دیدگردندراز میکنه,,,,
,,,,
خر گچ,,,,
,,,,
خر گچ کش روزجمعه از کوهسنگمیاره,,,,
,,,,
خر لخت را پالان برنمیدارند,,,,
,,,,
خر لخت راپالانشوبرنمی,,,,
,,,,
خر لگدش زده، پای کرهخر می,,,,
,,,,
خر ما از کرگیدمنداشت,,,,
,,,,
خر ناخنکی صاحبسلیقه میشود,,,,
,,,,
خر ناخنکیصاحبسلیقهمی,,,,
,,,,
خر نر را ازتخمشمی,,,,
,,,,
خر همان خره پالانشعوض شده,,,,
,,,,
خر همان خرهپالانشعوضشده,,,,
,,,,
خر واماندهمعطل چشه,,,,
,,,,
خراب بشهباغی کهکلیدشچوب مو باشه,,,,
,,,,
,,,,
,,,,
خربزه شیرینمال شغاله,,,,
,,,,
خربزه کهخوردی بایدپایلرزش همبشینی,,,,
,,,,
خربزه می,,,,
,,,,
خربزه و عسل باهم نمی,,,,
,,,,
خربزهمی,,,,
,,,,
خرتیب,خوش تيب,,,
,,,,
,,,,
خرج که ازکیسه مهمانبود,,,,
,,,,
خرخون,,,,
,,,,
,اشاره به کسيکه زياد درسمي خواند.,,,
خرزدن,,,,
,,,,
,درس خوان.,,,
خرس تخممیذاره یا بچه,,,,
,,,,
خرس تخممیکنه یا بچهازاین دم بریدههرچیبگی برمیاد,,,,
,,,,
خرس در کوه بو علیسیناست,,,,
,,,,
خرس شکارنکردهروپوستشو نفروش,,,,
,,,,
خرسواری بلدنیست سوارهاسب میشه,,,,
,,,,
,,,,
,,,,
خروار نمکه مثقال همنمکه,,,,
,,,,
خروس بی,,,,
,,,,
خروسی را که شغالصبح میبرهبگذارسرشبببره,,,,
,,,,
خروسی را کهشغالصبح میبرهبگذارسرشبببره,,,,
,,,,
خری که ازخری وابمونهبایدیال و دمشوبرید,,,,
,,,,
خریت ارثنیستبهرهخداداده,,,,
,,,,
خَز,,,,
,,,,
خز و خیل,از مد افتاده.,,,
,,,,
,,,,
خز و خیل خز و پیل,,,,
,,,,
خسته,,,,
,,,,
خسته شدن. طاقت ازدستدادن. بریدن. بهالتماسافتادن. به غلطکردن افتادن.,,,,
,,,,
خشک میمونه,,,,
,,,,
خط خطی بودن,,,,
,,,,
خفت کردن,,,,
,,,,
خفته را خفتهکی کندبیدار,,,,
,,,,
خفقان آرد اگرآید وبیرون نرو,,,,
,,,,
خفن,,,,
,,,,
,عجيب.,,,
خفن بازار,,,,
,,,,
خفه شو,,,,
خفه شو.,,,,
خل و کم,,,,
,,,,
,,,,
,,,,
خلاف سنگین,,,,
,,,,
,,,,
,,,,
خلق را رنجورمی,,,,
,,,,
خم سپهر تهیشد ز می,,,,
,,,,
خنده,,,,
,,,,
خواب خالی بندی هایxشروع شد,مسخره کردنفرد خالي بند.,,,
خواب پاسبان چراغدزده,,,,
,,,,
,,,,
,,,,
خواست زیرابروشوبردارهچشماشوکورکرد,,,,
,,,,
خواهر زاده را با زربخر باسنگ بکش,,,,
,,,,
خواهر شوهر عقرب زیرفرشه,,,,
,,,,
خواهی نشویرسواهمرنگجماعت شو,,,,
,,,,
خوب بسته تو زرو,,,,
,,,,
,وقتي که ازخالي بنديهاي کسيخسته ميشويم.,,,
خوب. حال کردیم سفت,,,,
,,,,
خوبرویان همه راخواببرد,,,,
,,,,
خود را اَن کردن,,,,
,,,,
خود گویی وخود خندی عجبمردهنرمندی,,,,
,,,,
خودتو خستهببین رفیقتو مرده,,,,
,,,,
خودشو چرب کرد، کردتو کون یارو,,,,
,,,,
خودشو نمیتونهنگهدارهچطورمنو نگهمیداره,,,,
,,,,
خودم کردم کهلعنت برخودم باد,,,,
,,,,
خوردن خوبیداره پسدادنبدی,,,,
,,,,
خوش بود گرمحکتجربه آیدبه میان// تاسیه,,,,
,,,,
خوش تیب,,,,
,,,,
